timestamp,bpm,sdnn,rmssd,pnn50,label
1773755489.1126702,66.85,66.25,39.91,16.8,0
1773755489.1360147,76.11,57.78,31.91,9.57,0
1773755489.1779282,69.38,53.28,45.4,17.78,0
1773755489.1960034,76.1,47.07,30.78,12.2,0
1773755489.257623,71.58,51.2,38.62,7.98,0
1773755489.2762542,69.1,53.67,50.93,22.86,0
1773755489.3248916,70.39,61.58,41.74,16.13,0
1773755489.353387,66.52,59.92,45.71,13.44,0
1773755489.3849118,70.96,57.32,43.83,17.2,0
1773755489.4160907,73.42,51.6,35.28,16.34,0
1773755489.449211,70.33,62.56,38.93,15.98,0
1773755489.4671855,67.4,52.04,45.05,14.19,0
1773755489.5147882,69.66,67.42,38.96,13.55,0
1773755489.5400407,67.22,60.07,32.89,13.45,0
1773755489.5953774,70.87,65.33,42.05,16.69,0
1773755489.6113894,71.46,57.13,47.43,11.6,0
1773755489.6582572,72.58,63.57,44.21,13.21,0
1773755489.6798258,76.99,53.59,38.27,18.28,0
1773755489.7222557,73.0,54.65,38.93,16.33,0
1773755489.7416291,70.0,41.93,30.2,16.63,0
1773755489.785947,70.17,56.25,42.25,14.67,0
1773755489.802066,68.59,52.97,44.24,19.97,0
1773755489.850371,68.31,39.73,54.81,13.41,0
1773755489.8813562,73.88,58.21,44.66,19.94,0
1773755489.9132,76.25,60.49,42.84,13.32,0
1773755489.929253,79.1,45.26,35.69,13.87,0
1773755489.9954567,64.6,53.78,55.47,15.43,0
1773755490.0138352,76.32,55.77,43.76,18.44,0
1773755490.056084,75.54,47.05,55.42,16.2,0
1773755490.0736434,76.5,70.63,50.02,13.35,0
1773755490.1219282,72.47,71.61,31.47,12.05,0
1773755490.148429,68.5,63.01,46.22,15.51,0
1773755490.1847548,75.79,60.11,61.32,12.71,0
1773755490.211942,71.13,48.87,38.5,15.83,0
1773755490.2500324,71.17,64.22,49.55,20.75,0
1773755490.266557,70.44,63.72,46.34,15.25,0
1773755490.3150146,73.83,52.25,52.72,14.33,0
1773755490.3364353,72.96,53.67,42.68,13.84,0
1773755490.3935647,64.93,54.74,40.63,11.13,0
1773755490.4161706,72.58,61.37,43.37,11.92,0
1773755490.4568105,72.83,48.85,29.82,17.08,0
1773755490.4763896,77.49,56.77,44.63,18.39,0
1773755490.519829,68.08,41.71,48.94,14.21,0
1773755490.5385802,73.63,65.71,47.35,11.96,0
1773755490.5853455,69.85,52.37,52.42,16.65,0
1773755490.6160035,77.44,65.67,50.18,12.73,0
1773755490.6500182,75.85,48.72,47.82,16.06,0
1773755490.6657894,68.28,56.15,39.69,14.89,0
1773755490.7162566,74.66,45.32,47.66,10.81,0
1773755490.741192,71.71,52.31,36.31,16.82,0
1773755490.792771,64.64,67.41,40.61,16.36,0
1773755490.808802,70.96,53.2,39.05,10.19,0
1773755490.8570857,72.01,43.53,39.71,12.01,0
1773755490.881848,74.26,62.98,39.68,16.98,0
1773755490.922326,73.14,43.23,39.46,13.29,0
1773755490.9441535,73.18,57.22,46.34,15.88,0
1773755490.979578,74.17,48.42,41.05,15.65,0
1773755491.0068347,76.9,55.7,54.22,12.07,0
1773755491.0500712,79.06,65.21,39.32,14.08,0
1773755491.0658903,75.33,49.1,44.95,16.66,0
1773755491.139494,68.28,72.88,53.4,12.26,0
1773755491.1795738,72.38,56.12,50.05,9.85,0
1773755491.207564,77.03,55.69,53.1,12.73,0
1773755491.2441237,76.52,45.52,41.82,14.24,0
1773755491.2746377,77.33,64.51,48.35,12.81,0
1773755491.3080194,70.4,43.08,40.42,11.92,0
1773755491.3457088,74.75,61.84,37.77,15.98,0
1773755491.3778534,71.13,52.58,53.31,12.1,0
1773755491.39685,68.44,62.69,42.89,11.75,0
1773755491.4294066,72.55,56.86,49.1,16.42,0
1773755491.458403,78.74,60.92,46.71,12.82,0
1773755491.4909234,70.36,55.7,35.5,14.74,0
1773755491.53658,72.07,61.22,55.61,14.69,0
1773755491.5690904,67.14,73.81,48.9,13.48,0
1773755491.6010976,75.85,40.93,43.67,16.36,0
1773755491.61571,75.83,60.0,47.13,16.8,0
1773755491.6632416,79.23,58.2,36.02,20.63,0
1773755491.6937535,67.1,48.1,48.7,17.51,0
1773755491.729638,69.18,62.41,48.96,18.62,0
1773755491.7606344,69.2,51.52,61.74,10.83,0
1773755491.7941513,80.62,43.86,49.67,12.57,0
1773755491.8262334,71.59,60.15,56.9,16.37,0
1773755491.8552315,78.07,54.66,37.75,11.08,0
1773755491.8911233,66.32,42.75,33.97,23.2,0
1773755491.935089,74.12,50.03,32.85,13.15,0
1773755491.9664216,74.48,46.1,34.03,16.52,0
1773755492.0139546,70.84,57.45,50.7,12.11,0
1773755492.047585,73.56,53.58,47.39,19.48,0
1773755492.0753267,80.38,59.54,38.78,18.13,0
1773755492.1206057,74.74,53.21,50.87,13.37,0
1773755492.1491446,75.32,62.93,47.46,22.25,0
1773755492.2180462,76.33,53.27,41.81,16.94,0
1773755492.2431202,74.02,43.73,46.24,15.87,0
1773755492.288694,74.3,47.93,52.88,16.44,0
1773755492.320884,73.82,56.05,40.98,14.97,0
1773755492.3762555,70.31,62.97,39.2,17.25,0
1773755492.400603,69.91,44.94,50.5,10.4,0
1773755492.459479,67.67,47.1,39.45,15.3,0
1773755492.4899943,77.04,48.09,40.57,16.49,0
1773755492.5250297,79.01,60.56,51.88,11.53,0
1773755492.5545032,62.46,57.72,44.81,12.96,0
1773755492.5845394,75.03,51.22,52.77,19.22,0
1773755492.6160483,66.42,45.46,35.2,14.84,0
1773755492.6631908,71.96,55.14,33.78,11.03,0
1773755492.7077117,72.88,49.96,44.97,16.76,0
1773755492.752431,76.26,46.79,55.91,13.51,0
1773755492.7851205,75.45,59.51,39.19,21.79,0
1773755492.8213682,72.98,47.63,43.33,13.33,0
1773755492.8651364,72.72,55.69,53.99,17.6,0
1773755492.904646,71.02,59.71,62.42,9.2,0
1773755492.9297438,72.12,51.79,46.15,12.1,0
1773755492.9588344,74.35,41.17,39.96,10.78,0
1773755492.996534,79.89,46.54,48.73,14.44,0
1773755493.0297084,79.26,60.73,36.57,13.77,0
1773755493.0515668,73.28,62.5,48.33,18.07,0
1773755493.0822234,67.91,53.17,47.13,14.9,0
1773755493.1247132,72.93,51.94,44.87,13.8,0
1773755493.1489408,75.73,42.94,39.4,16.12,0
1773755493.1776426,70.17,48.84,49.07,15.58,0
1773755493.2076366,81.84,55.42,47.16,23.3,0
1773755493.2392323,75.11,48.98,48.52,16.2,0
1773755493.271551,71.47,61.37,32.23,11.39,0
1773755493.3031795,73.2,52.83,50.36,14.0,0
1773755493.3482566,70.55,55.6,39.53,20.38,0
1773755493.3812275,73.64,62.22,56.5,16.26,0
1773755493.42658,80.65,53.23,27.46,17.57,0
1773755493.4590712,70.69,66.09,49.46,16.55,0
1773755493.4884105,72.82,64.11,56.98,15.38,0
1773755493.5198226,73.42,33.02,44.97,16.49,0
1773755493.5511236,74.63,61.69,57.14,13.66,0
1773755493.5839472,68.36,48.3,39.62,14.98,0
1773755493.6137974,70.01,59.46,46.63,17.73,0
1773755493.6450486,71.28,46.09,41.97,13.58,0
1773755493.6762035,74.92,50.96,41.75,13.56,0
1773755493.7082129,73.82,66.25,47.78,19.09,0
1773755493.740344,72.03,59.03,31.66,15.01,0
1773755493.7698965,78.05,53.04,53.56,13.24,0
1773755493.80607,74.53,59.92,56.15,17.84,0
1773755493.8359966,69.77,49.76,32.79,14.92,0
1773755493.8825877,77.26,49.92,45.21,20.93,0
1773755493.9336092,80.79,50.56,44.41,14.42,0
1773755493.9614897,76.46,49.55,55.04,15.82,0
1773755493.9907184,73.77,67.14,38.44,14.71,0
1773755494.0237336,79.32,49.25,51.1,14.93,0
1773755494.0531604,68.65,48.5,36.07,25.5,0
1773755494.0857682,71.89,37.35,36.96,15.74,0
1773755494.1317253,76.2,53.07,43.81,14.41,0
1773755494.1613092,74.82,72.09,31.06,12.41,0
1773755494.191942,76.39,49.31,58.15,14.99,0
1773755494.2242663,73.03,52.08,34.17,15.99,0
1773755494.2568855,74.41,67.1,59.47,14.29,0
1773755494.2879112,71.27,49.29,33.13,13.6,0
1773755494.3213856,77.62,51.49,55.86,10.46,0
1773755494.3495116,73.97,49.99,35.08,18.0,0
1773755494.3774223,71.32,47.8,35.26,17.44,0
1773755494.4135425,75.42,54.19,40.2,18.47,0
1773755494.445632,70.7,39.22,39.2,21.47,0
1773755494.4774606,78.1,59.73,34.57,12.2,0
1773755494.50856,74.26,71.09,41.96,9.79,0
1773755494.5393622,72.05,65.11,52.69,12.23,0
1773755494.5661411,76.41,44.46,39.69,14.13,0
1773755494.5975416,70.49,54.51,53.28,13.54,0
1773755494.6281116,69.04,49.35,44.01,11.55,0
1773755494.675809,76.11,58.87,59.62,18.21,0
1773755494.704223,69.59,45.76,47.93,13.18,0
1773755494.738902,76.37,45.8,38.73,12.79,0
1773755494.771386,82.15,60.88,48.22,12.24,0
1773755494.8165843,66.88,48.15,43.84,12.94,0
1773755494.851218,70.44,57.98,40.15,19.17,0
1773755494.877663,68.34,44.95,45.95,14.87,0
1773755494.9113953,68.6,60.33,53.06,15.2,0
1773755494.9439738,72.34,59.97,36.25,12.65,0
1773755494.9730306,70.49,61.67,38.85,17.17,0
1773755495.0027058,71.38,64.05,40.79,19.91,0
1773755495.037864,72.02,62.7,52.43,17.48,0
1773755495.0786796,78.28,60.27,38.51,12.45,0
1773755495.1115687,75.91,53.04,30.91,21.75,0
1773755495.1410904,74.21,65.48,39.92,13.74,0
1773755495.1745863,73.36,56.72,44.12,15.2,0
1773755495.2012074,70.39,61.87,49.04,18.77,0
1773755495.2349794,69.68,58.86,35.79,14.62,0
1773755495.2686453,72.19,57.2,35.68,20.74,0
1773755495.295215,71.04,42.94,41.98,10.81,0
1773755495.3278155,73.24,58.49,39.07,15.39,0
1773755495.357907,75.54,46.3,43.49,15.08,0
1773755495.391024,70.48,83.55,56.94,14.8,0
1773755495.420597,71.52,51.32,57.19,11.81,0
1773755495.4830956,73.85,56.06,50.49,14.56,0
1773755495.510564,79.34,64.81,43.76,15.6,0
1773755495.5424702,77.05,49.48,50.36,15.38,0
1773755495.5912943,73.12,56.87,33.52,11.87,0
1773755495.6240437,69.33,49.43,53.66,14.53,0
1773755495.655584,70.59,59.81,41.71,12.18,0
1773755495.686315,78.68,54.08,47.87,13.16,0
1773755495.7168877,76.1,31.02,46.98,15.05,0
1773755495.762751,71.71,57.45,45.17,10.22,0
1773755495.7980766,70.02,64.35,60.8,18.46,0
1773755495.825758,72.55,55.26,36.64,14.86,0
1773755495.868667,71.5,54.83,35.31,18.5,0
1773755495.914089,73.85,53.68,41.78,17.83,0
1773755495.9470072,67.29,65.77,42.12,12.44,0
1773755495.9938333,63.68,64.89,48.22,12.47,0
1773755496.0317674,72.13,55.34,44.81,16.85,0
1773755496.065652,74.4,61.86,51.92,13.63,0
1773755496.0924644,68.46,66.82,46.8,14.79,0
1773755496.124237,74.7,55.07,47.21,12.78,0
1773755496.1542454,68.28,57.73,44.53,12.58,0
1773755496.188207,71.32,42.19,53.84,10.44,0
1773755496.2196102,71.85,62.11,37.59,13.49,0
1773755496.2490194,76.32,46.19,29.23,13.45,0
1773755496.2800715,69.95,68.07,35.45,16.73,0
1773755496.3119717,71.16,52.02,53.74,15.51,0
1773755496.3428028,70.4,62.26,56.97,14.5,0
1773755496.376494,72.16,62.19,51.23,11.66,0
1773755496.4047492,70.82,62.42,53.12,19.13,0
1773755496.433941,71.15,63.29,54.31,16.2,0
1773755496.4669151,74.14,50.06,40.83,13.46,0
1773755496.4995942,76.66,51.24,39.85,17.05,0
1773755496.5295105,68.63,53.03,56.49,8.14,0
1773755496.5587585,78.11,50.25,43.38,14.14,0
1773755496.5910947,64.22,55.76,43.3,17.38,0
1773755496.621725,73.77,81.05,60.17,11.12,0
1773755496.6535866,73.34,57.94,44.75,17.06,0
1773755496.6842885,74.48,52.23,42.45,18.99,0
1773755496.7205255,75.52,57.23,43.68,2.81,0
1773755496.745288,68.41,57.77,38.84,19.09,0
1773755496.7778146,74.1,56.04,43.47,11.16,0
1773755496.8062868,70.4,59.05,43.27,16.72,0
1773755496.8385582,74.15,55.06,60.59,17.26,0
1773755496.8704886,77.92,53.86,41.56,14.11,0
1773755496.9026768,77.51,44.39,47.81,17.17,0
1773755496.933915,70.74,48.2,58.04,16.64,0
1773755496.966784,73.46,51.87,49.42,14.65,0
1773755497.0276375,75.07,35.23,41.0,18.85,0
1773755497.0566125,73.72,48.59,55.54,17.63,0
1773755497.087889,69.64,52.64,56.98,23.0,0
1773755497.1197042,68.99,48.14,41.21,18.91,0
1773755497.1503515,70.13,55.51,41.63,12.81,0
1773755497.182145,74.91,50.22,41.39,14.7,0
1773755497.2125566,71.85,63.37,56.8,14.43,0
1773755497.2475066,72.75,36.52,43.16,22.26,0
1773755497.2718894,76.3,69.25,40.54,15.13,0
1773755497.3044558,78.1,50.78,49.29,16.1,0
1773755497.335468,67.62,38.74,32.04,17.19,0
1773755497.3684435,75.3,50.86,36.74,18.46,0
1773755497.4131634,68.32,66.15,43.21,12.7,0
1773755497.4493222,71.81,48.24,50.53,17.25,0
1773755497.4745336,76.51,56.81,48.23,11.11,0
1773755497.506743,73.2,38.49,51.77,14.88,0
1773755497.5369868,76.7,54.51,50.81,19.0,0
1773755497.569689,68.8,57.76,48.5,12.91,0
1773755497.600304,70.21,51.33,43.97,17.41,0
1773755497.6320045,70.5,47.03,34.72,16.55,0
1773755497.6788788,64.27,55.82,55.43,16.78,0
1773755497.7106962,65.75,60.97,51.03,17.88,0
1773755497.7570112,72.42,54.62,44.78,14.31,0
1773755497.7892766,72.71,54.97,37.81,12.04,0
1773755497.818571,75.51,56.35,52.24,16.48,0
1773755497.8509262,69.29,59.06,41.19,12.73,0
1773755497.8828478,71.36,55.77,46.06,12.12,0
1773755497.9123912,72.48,54.64,39.26,13.42,0
1773755497.9429815,71.44,55.4,46.05,20.04,0
1773755497.9747984,75.73,42.79,30.89,16.26,0
1773755498.0050185,73.95,60.28,41.54,13.82,0
1773755498.0329323,76.98,46.74,32.77,18.19,0
1773755498.0645127,70.65,55.98,34.85,19.42,0
1773755498.1167357,73.14,55.32,48.51,18.77,0
1773755498.146871,79.89,61.73,49.39,18.08,0
1773755498.177841,79.7,59.58,48.59,16.58,0
1773755498.2065854,79.08,42.46,32.04,12.9,0
1773755498.2425382,75.46,63.19,49.89,11.49,0
1773755498.27083,71.61,47.91,40.69,15.33,0
1773755498.317714,72.36,55.52,40.37,17.89,0
1773755498.3455555,70.98,62.05,44.56,14.7,0
1773755498.390177,70.23,50.64,49.85,17.67,0
1773755498.4270282,70.12,54.73,46.01,14.52,0
1773755498.4567845,76.07,42.77,42.17,13.87,0
1773755498.4874291,69.23,58.63,57.02,16.52,0
1773755498.5239377,68.4,57.78,46.3,13.86,0
1773755498.5475104,71.12,65.88,52.51,19.59,0
1773755498.580607,64.29,54.06,53.84,16.45,0
1773755498.6287024,70.69,60.37,49.07,13.81,0
1773755498.663827,72.62,63.06,37.1,17.44,0
1773755498.6920366,70.0,48.02,35.45,18.62,0
1773755498.7227676,78.02,36.4,43.54,9.66,0
1773755498.7552614,64.52,51.58,40.78,14.44,0
1773755498.7858276,75.33,55.87,39.42,17.61,0
1773755498.8156147,68.15,61.16,42.27,9.89,0
1773755498.8628757,68.01,51.32,46.8,18.06,0
1773755498.8959968,68.85,55.18,39.21,10.94,0
1773755498.930293,64.35,67.04,47.74,14.74,0
1773755498.95765,71.22,62.47,37.54,15.89,0
1773755498.9999146,77.35,62.83,43.86,9.43,0
1773755499.0305915,77.94,50.83,42.16,20.88,0
1773755499.062545,63.94,52.02,44.07,12.19,0
1773755499.1148162,73.57,59.78,50.14,14.05,0
1773755499.142822,73.18,45.56,45.72,18.37,0
1773755499.169803,74.34,59.19,59.39,12.17,0
1773755499.2225678,73.76,52.66,49.98,12.96,0
1773755499.2537053,74.36,67.53,29.45,12.81,0
1773755499.2848537,65.28,59.01,45.88,18.76,0
1773755499.317259,79.66,58.13,48.36,12.81,0
1773755499.34669,71.48,49.68,37.21,18.98,0
1773755499.3790703,71.65,51.69,40.01,14.79,0
1773755499.4095385,63.96,48.09,40.17,18.6,0
1773755499.4408803,77.55,52.78,53.3,16.94,0
1773755499.4719656,65.75,57.15,56.64,17.13,0
1773755499.5027556,72.8,69.05,46.75,16.11,0
1773755499.534507,74.74,50.28,52.0,10.12,0
1773755499.566167,67.27,44.84,48.23,11.25,0
1773755499.6018765,75.86,53.66,51.54,14.82,0
1773755499.6306877,75.03,60.95,38.71,13.81,0
1773755499.6560564,71.27,47.25,48.57,14.7,0
1773755499.6847403,70.4,42.55,44.21,14.64,0
1773755499.7175856,77.83,51.78,49.42,12.14,0
1773755499.750567,68.58,55.29,45.51,20.56,0
1773755499.780731,65.46,61.37,49.88,14.27,0
1773755499.8164742,76.61,49.19,46.89,10.86,0
1773755499.8434167,80.19,56.23,51.69,14.15,0
1773755499.8755765,73.51,51.55,48.99,15.98,0
1773755499.9120045,70.07,68.06,38.24,13.07,0
1773755499.942587,75.95,40.85,25.13,12.25,0
1773755499.973338,71.24,45.66,65.67,18.13,0
1773755500.0119536,75.04,45.66,42.77,16.45,0
1773755500.0317647,71.51,60.63,48.69,14.25,0
1773755500.07366,70.59,60.19,48.52,16.6,0
1773755500.109565,68.29,51.71,49.02,11.24,0
1773755500.1555245,73.63,54.94,43.41,22.63,0
1773755500.1881578,72.74,64.27,61.46,18.79,0
1773755500.217334,71.44,57.12,51.66,15.04,0
1773755500.2477388,72.85,51.84,43.77,14.14,0
1773755500.2762177,75.42,51.19,46.82,11.46,0
1773755500.3088896,69.1,50.66,36.28,19.92,0
1773755500.340373,73.45,51.27,45.67,8.17,0
1773755500.3708818,74.74,58.37,37.73,22.98,0
1773755500.4049287,71.17,56.88,47.44,14.52,0
1773755500.4350653,67.59,42.2,43.05,18.68,0
1773755500.4833975,72.31,64.58,47.0,16.55,0
1773755500.5301256,73.04,56.04,42.92,12.45,0
1773755500.572623,73.29,50.05,42.79,11.82,0
1773755500.6065283,74.88,45.11,45.96,16.45,0
1773755500.6601007,76.2,57.94,51.79,15.59,0
1773755500.6875482,72.71,50.69,34.81,17.46,0
1773755500.718012,73.36,59.24,41.33,13.22,0
1773755500.7684815,68.99,64.07,40.68,13.28,0
1773755500.7994466,73.18,69.56,44.51,12.27,0
1773755500.829649,66.73,53.4,42.4,15.92,0
1773755500.8654535,72.34,66.84,38.56,16.54,0
1773755500.8922825,68.11,51.48,44.09,14.91,0
1773755500.9288826,83.36,49.36,47.21,13.01,0
1773755500.9706209,74.78,49.52,39.81,16.18,0
1773755501.0029943,65.23,66.66,51.23,15.15,0
1773755501.031133,69.31,57.67,55.72,18.61,0
1773755501.0659523,66.0,51.79,51.99,15.54,0
1773755501.094587,77.95,47.76,40.7,10.28,0
1773755501.1297493,70.3,39.79,45.19,14.67,0
1773755501.1548984,75.17,52.58,38.81,18.3,0
1773755501.1864166,64.37,61.55,57.02,16.42,0
1773755501.2183423,73.5,61.74,48.6,17.9,0
1773755501.250496,75.87,69.26,40.61,21.77,0
1773755501.2819772,76.21,48.12,33.14,15.14,0
1773755501.3124285,73.08,58.6,40.57,12.74,0
1773755501.34464,69.77,54.81,38.27,13.42,0
1773755501.3726168,77.59,52.94,58.5,17.39,0
1773755501.402129,77.01,52.69,53.0,8.66,0
1773755501.4348085,73.35,56.67,26.38,13.89,0
1773755501.470846,72.13,53.48,48.87,18.11,0
1773755501.5043006,72.6,67.17,50.09,15.72,0
1773755501.534706,74.99,59.71,45.25,12.74,0
1773755501.565941,67.6,52.08,34.16,15.4,0
1773755501.6000636,73.4,47.09,39.75,15.81,0
1773755501.6282108,67.21,43.08,51.74,18.95,0
1773755501.66087,71.43,44.9,66.56,21.0,0
1773755501.691868,74.9,62.8,40.1,18.41,0
1773755501.7248597,72.62,62.83,51.08,12.73,0
1773755501.7557452,73.06,52.01,54.25,14.71,0
1773755501.7877078,68.57,60.11,42.39,12.39,0
1773755501.817672,72.93,54.13,49.8,11.99,0
1773755501.848518,81.97,59.79,41.56,16.91,0
1773755501.8805687,75.31,48.82,34.78,18.31,0
1773755501.9118202,73.56,44.42,49.94,18.79,0
1773755501.9447422,78.65,39.43,47.24,21.0,0
1773755501.975939,73.91,58.75,45.88,13.75,0
1773755502.0236535,75.56,48.51,43.23,18.02,0
1773755502.0521674,73.89,43.74,41.84,19.09,0
1773755502.082188,72.87,60.28,35.39,19.22,0
1773755502.1148472,68.07,53.38,41.37,17.16,0
1773755502.145883,70.26,66.33,55.47,13.56,0
1773755502.177636,70.67,45.85,47.94,16.19,0
1773755502.2086484,65.65,52.7,41.97,12.61,0
1773755502.2396162,72.69,51.34,54.3,20.37,0
1773755502.2845297,76.7,55.05,54.69,12.86,0
1773755502.3204632,74.0,63.47,37.52,13.04,0
1773755502.3468418,74.04,50.5,40.99,15.58,0
1773755502.3779752,71.79,57.8,41.01,17.47,0
1773755502.4249585,70.61,50.32,42.07,18.14,0
1773755502.4581597,74.19,55.7,34.55,15.09,0
1773755502.4880524,67.2,62.21,40.59,13.47,0
1773755502.5205483,73.63,45.34,51.71,12.76,0
1773755502.5489,71.46,57.6,35.31,20.17,0
1773755502.581992,68.48,60.0,47.3,11.17,0
1773755502.6119163,75.06,65.92,58.15,9.95,0
1773755502.6454284,69.46,52.35,44.91,12.0,0
1773755502.670542,61.96,52.81,50.96,14.5,0
1773755502.7053957,74.78,50.5,41.62,16.38,0
1773755502.7368808,69.1,45.16,59.2,11.54,0
1773755502.7595563,72.84,50.32,37.4,15.42,0
1773755502.812543,71.11,51.01,45.99,17.6,0
1773755502.838803,77.76,64.14,52.11,18.97,0
1773755502.864504,68.5,50.13,45.48,15.76,0
1773755502.8758674,69.59,61.24,52.24,19.42,0
1773755502.9406507,82.59,58.97,36.94,18.52,0
1773755502.9561007,70.8,52.74,41.31,17.01,0
1773755503.0037766,77.56,63.42,41.59,15.7,0
1773755503.020605,75.01,46.48,41.8,10.59,0
1773755503.066887,73.39,58.94,36.24,16.24,0
1773755503.083702,80.02,63.03,50.9,12.92,0
1773755503.1280916,73.05,58.07,47.27,11.03,0
1773755503.1479225,80.44,65.41,42.04,12.5,0
1773755503.2077851,73.58,60.59,51.16,17.82,0
1773755503.2207456,77.02,57.66,43.66,15.92,0
1773755503.2686124,71.89,66.54,40.29,8.61,0
1773755503.2868488,79.53,51.2,47.95,14.45,0
1773755503.3336914,73.34,56.51,42.25,11.35,0
1773755503.3457415,73.52,56.54,52.97,16.02,0
1773755503.3968437,76.88,71.05,37.21,16.03,0
1773755503.4106588,69.41,64.31,31.02,12.56,0
1773755503.458724,69.0,59.95,46.69,17.98,0
1773755503.473862,73.27,50.74,57.84,11.36,0
1773755503.5420823,68.54,59.18,44.09,11.3,0
1773755503.554976,74.01,44.8,44.47,15.33,0
1773755503.6027536,72.5,43.21,47.53,11.16,0
1773755503.6130018,76.24,63.11,50.48,16.44,0
1773755503.673844,79.07,62.7,34.02,17.34,0
1773755503.6904929,75.69,58.03,55.47,12.83,0
1773755503.7382247,73.03,46.64,46.3,18.77,0
1773755503.7537374,71.2,53.61,44.22,16.25,0
1773755503.802122,76.57,49.57,47.98,11.98,0
1773755503.8171906,80.1,65.16,60.71,13.63,0
1773755503.8622675,75.55,47.28,45.28,14.86,0
1773755503.8840785,69.87,54.47,45.27,15.24,0
1773755503.9500723,70.37,49.16,44.59,16.64,0
1773755503.976651,77.58,51.0,43.51,18.54,0
1773755503.9889252,74.07,58.22,41.65,17.79,0
1773755504.005064,72.57,48.92,44.91,12.65,0
1773755504.0718925,72.99,48.09,55.25,17.11,0
1773755504.0873508,71.74,47.54,44.94,16.74,0
1773755504.1365864,71.51,45.55,53.14,17.63,0
1773755504.1529083,71.35,59.6,43.98,19.13,0
1773755504.20232,69.49,49.55,51.72,21.31,0
1773755504.2177837,67.97,55.76,37.64,17.79,0
1773755504.2657416,73.93,58.33,50.6,10.79,0
1773755504.281941,75.91,49.2,36.48,17.81,0
1773755504.3460417,74.17,60.31,40.96,14.43,0
1773755504.3674145,70.92,51.63,46.65,18.41,0
1773755504.399607,71.04,67.74,36.81,19.31,0
