timestamp,bpm,sdnn,rmssd,pnn50,label
1773755488.2457972,79.12,181.59,213.66,80.0,0
1773755488.256793,79.6,179.01,205.51,80.0,0
1773755488.3141887,79.84,178.09,201.71,80.0,0
1773755488.339579,79.84,178.09,201.71,80.0,0
1773755488.3810346,79.84,178.09,201.71,80.0,0
1773755488.39703,80.57,176.91,191.75,80.0,0
1773755488.4587798,80.24,177.01,187.4,80.0,0
1773755488.4747794,80.24,177.01,187.4,80.0,0
1773755488.524153,80.57,176.91,191.75,80.0,0
1773755488.5420585,80.57,176.91,191.75,80.0,0
1773755488.5876634,82.63,187.74,219.49,81.82,0
1773755488.6059167,82.13,186.02,232.94,81.82,0
1773755488.6508024,81.8,179.08,208.19,81.82,0
1773755488.6671317,79.84,185.22,214.83,70.0,0
1773755488.7126677,81.8,179.08,208.19,81.82,0
1773755488.7254632,81.69,170.41,188.71,81.82,0
1773755488.7780986,81.69,170.41,188.71,81.82,0
1773755488.7941942,81.54,175.56,198.4,72.73,0
1773755488.8579593,81.66,194.26,203.75,70.0,0
1773755488.8774872,80.29,181.79,170.67,60.0,0
1773755488.9218645,80.51,176.89,171.62,70.0,0
1773755488.9471126,80.65,176.95,171.69,70.0,0
1773755488.9865794,80.65,176.95,171.69,70.0,0
1773755489.0105975,81.15,177.86,172.83,80.0,0
1773755489.0485363,81.15,177.86,172.83,80.0,0
1773755489.0626235,81.15,177.86,172.83,80.0,0
1773755489.1126702,81.15,182.76,194.18,80.0,0
1773755489.1360147,83.84,194.01,179.47,72.73,0
1773755489.1779282,88.79,162.18,221.87,83.33,0
1773755489.1960034,88.79,161.5,215.43,75.0,0
1773755489.257623,83.94,186.51,177.4,81.82,0
1773755489.2762542,83.94,186.51,177.4,81.82,0
1773755489.3248916,83.94,186.51,177.4,81.82,0
1773755489.353387,83.59,191.15,176.51,72.73,0
1773755489.3849118,80.29,181.79,170.67,60.0,0
1773755489.4160907,80.29,181.79,170.67,60.0,0
1773755489.449211,81.34,174.97,163.0,63.64,0
1773755489.4671855,80.65,176.95,171.69,70.0,0
1773755489.5147882,81.37,165.45,166.87,81.82,0
1773755489.5400407,84.55,153.1,215.35,81.82,0
1773755489.5953774,88.66,104.81,128.06,63.64,0
1773755489.6113894,88.37,168.31,225.87,81.82,0
1773755489.6582572,88.37,168.31,225.87,81.82,0
1773755489.6798258,90.04,175.86,198.66,75.0,0
1773755489.7222555,89.15,170.95,195.18,75.0,0
1773755489.7416291,89.26,168.86,199.22,83.33,0
1773755489.785947,81.97,161.77,209.28,81.82,0
1773755489.802066,82.87,156.67,208.8,81.82,0
1773755489.850371,83.85,157.01,219.28,81.82,0
1773755489.8813562,91.05,186.02,179.73,72.73,0
1773755489.9132,91.81,179.01,221.11,75.0,0
1773755489.929253,85.18,167.29,188.17,81.82,0
1773755489.9954567,86.12,178.1,222.3,81.82,0
1773755490.0138352,86.12,178.04,218.84,81.82,0
1773755490.056084,86.12,178.04,218.84,81.82,0
1773755490.0736434,86.12,178.04,218.84,81.82,0
1773755490.1219282,96.5,169.55,204.28,69.23,0
1773755490.148429,85.38,169.33,206.4,81.82,0
1773755490.1847548,85.38,169.33,206.4,81.82,0
1773755490.211942,85.38,169.33,206.4,81.82,0
1773755490.2500324,93.14,184.72,173.04,75.0,0
1773755490.266557,85.38,169.33,206.4,81.82,0
1773755490.3150146,93.33,181.8,170.26,75.0,0
1773755490.3364353,88.91,188.89,272.84,81.82,0
1773755490.3935647,85.91,181.5,221.78,81.82,0
1773755490.4161706,86.12,178.04,218.84,81.82,0
1773755490.4568105,85.38,169.33,206.4,81.82,0
1773755490.4763896,88.91,188.89,272.84,81.82,0
1773755490.519829,88.91,188.89,272.84,81.82,0
1773755490.5385802,88.91,188.89,272.84,81.82,0
1773755490.5853457,90.6,185.63,260.44,75.0,0
1773755490.6160035,88.91,188.89,272.84,81.82,0
1773755490.6500182,88.91,188.89,272.84,81.82,0
1773755490.6657894,88.24,133.06,178.42,81.82,0
1773755490.7162566,88.24,133.06,178.42,81.82,0
1773755490.741192,88.91,129.13,176.48,72.73,0
1773755490.7927713,89.1,128.33,190.33,81.82,0
1773755490.8088021,88.78,129.42,193.83,81.82,0
1773755490.8570857,88.78,129.42,193.83,81.82,0
1773755490.8818479,88.97,128.88,194.95,81.82,0
1773755490.922326,89.89,126.89,185.94,81.82,0
1773755490.9441535,89.29,127.75,191.47,81.82,0
1773755490.979578,89.29,127.75,191.47,81.82,0
1773755491.0068347,85.36,169.41,195.3,81.82,0
1773755491.0500712,86.09,169.89,188.33,81.82,0
1773755491.0658903,82.52,187.96,240.54,81.82,0
1773755491.139494,89.59,212.46,216.15,75.0,0
1773755491.1795738,89.73,210.55,215.12,75.0,0
1773755491.2075639,89.25,215.98,229.45,66.67,0
1773755491.2441237,89.8,209.44,229.35,66.67,0
1773755491.2746375,92.99,186.55,230.55,66.67,0
1773755491.3080194,93.19,183.39,226.5,66.67,0
1773755491.3457088,85.72,161.11,242.18,81.82,0
1773755491.3778534,85.72,161.11,242.18,81.82,0
1773755491.3968499,85.72,161.11,242.18,81.82,0
1773755491.4294066,85.72,161.11,242.18,81.82,0
1773755491.458403,93.51,176.35,215.57,66.67,0
1773755491.4909234,93.7,175.73,216.48,66.67,0
1773755491.53658,95.87,176.17,262.8,69.23,0
1773755491.5690904,96.04,172.49,259.73,69.23,0
1773755491.6010976,96.04,172.49,259.73,69.23,0
1773755491.61571,96.63,179.01,264.82,66.67,0
1773755491.6632416,96.63,179.01,264.82,66.67,0
1773755491.6937535,97.05,182.46,272.43,66.67,0
1773755491.7296379,98.97,179.05,284.2,69.23,0
1773755491.7606344,98.56,177.09,278.97,69.23,0
1773755491.7941513,96.63,179.01,264.82,66.67,0
1773755491.8262334,98.72,177.9,280.47,69.23,0
1773755491.8552315,93.27,177.3,225.69,66.67,0
1773755491.8911233,92.86,179.26,222.4,66.67,0
1773755491.9350893,96.63,179.01,264.82,66.67,0
1773755491.9664216,96.63,179.01,264.82,66.67,0
1773755492.0139546,92.5,181.44,219.77,66.67,0
1773755492.047585,97.81,168.02,215.26,69.23,0
1773755492.0753267,96.63,179.01,264.82,66.67,0
1773755492.1206057,96.63,179.01,264.82,66.67,0
1773755492.1491446,93.24,175.98,215.89,66.67,0
1773755492.2180462,93.61,173.66,218.57,66.67,0
1773755492.2431202,96.63,179.01,264.82,66.67,0
1773755492.288694,92.86,179.26,222.4,66.67,0
1773755492.320884,92.86,179.26,222.4,66.67,0
1773755492.3762555,93.61,173.66,218.57,66.67,0
1773755492.400603,95.91,173.78,230.34,69.23,0
1773755492.459479,89.67,209.8,296.79,72.73,0
1773755492.4899945,97.83,171.91,224.91,66.67,0
1773755492.5250297,97.83,171.91,224.91,66.67,0
1773755492.5545032,94.74,168.27,215.77,58.33,0
1773755492.5845394,94.14,170.66,215.75,58.33,0
1773755492.6160483,94.14,170.66,215.75,58.33,0
1773755492.6631908,94.14,170.66,215.75,58.33,0
1773755492.7077117,93.94,172.41,215.51,58.33,0
1773755492.7524307,93.94,172.41,215.51,58.33,0
1773755492.7851205,93.94,172.41,215.51,58.33,0
1773755492.8213682,93.94,172.41,215.51,58.33,0
1773755492.8651364,93.94,172.41,215.51,58.33,0
1773755492.904646,93.78,172.66,215.61,58.33,0
1773755492.9297438,93.39,175.19,215.88,58.33,0
1773755492.9588344,90.99,199.86,227.36,66.67,0
1773755492.996534,93.39,175.19,215.88,58.33,0
1773755493.0297084,90.05,213.32,236.45,66.67,0
1773755493.0515668,82.68,232.46,263.0,72.73,0
1773755493.0822234,83.35,228.11,259.49,72.73,0
1773755493.1247132,82.87,231.91,262.05,72.73,0
1773755493.1489408,87.92,237.28,255.63,75.0,0
1773755493.1776426,89.36,242.38,258.84,75.0,0
1773755493.2076366,89.03,248.52,263.95,75.0,0
1773755493.2392323,89.48,242.66,259.09,75.0,0
1773755493.2715507,89.76,237.59,254.98,75.0,0
1773755493.3031795,90.12,231.31,249.99,75.0,0
1773755493.3482566,90.22,239.05,256.35,75.0,0
1773755493.3812277,90.59,232.76,251.39,75.0,0
1773755493.42658,90.73,233.32,251.94,75.0,0
1773755493.4590712,90.59,232.76,251.39,75.0,0
1773755493.4884105,91.88,239.43,339.9,75.0,0
1773755493.5198226,91.17,235.33,327.7,75.0,0
1773755493.5511236,89.15,240.29,261.17,72.73,0
1773755493.5839472,89.15,240.29,261.17,72.73,0
1773755493.6137974,85.5,258.33,299.97,72.73,0
1773755493.6450486,85.65,257.18,297.79,72.73,0
1773755493.6762037,86.37,252.57,288.31,72.73,0
1773755493.7082129,85.73,234.42,325.57,72.73,0
1773755493.740344,85.38,233.61,320.01,72.73,0
1773755493.7698963,89.26,230.11,299.83,75.0,0
1773755493.8060699,89.26,230.11,299.83,75.0,0
1773755493.8359966,89.26,230.11,299.83,75.0,0
1773755493.8825877,89.26,230.11,299.83,75.0,0
1773755493.9336092,89.26,230.11,299.83,75.0,0
1773755493.9614897,89.4,230.14,299.07,75.0,0
1773755493.9907184,89.95,230.76,296.55,75.0,0
1773755494.0237336,89.64,248.12,330.11,72.73,0
1773755494.0531604,89.64,248.12,330.11,72.73,0
1773755494.0857682,89.64,248.12,330.11,72.73,0
1773755494.1317253,91.93,237.08,302.36,75.0,0
1773755494.1613092,92.28,239.16,303.85,75.0,0
1773755494.191942,91.93,239.11,300.43,75.0,0
1773755494.2242665,87.6,238.09,316.52,75.0,0
1773755494.2568855,91.93,239.11,300.43,75.0,0
1773755494.2879112,91.38,235.91,297.71,75.0,0
1773755494.3213856,91.38,234.39,300.56,75.0,0
1773755494.3495116,91.38,234.39,300.56,75.0,0
1773755494.3774223,91.38,241.31,315.48,75.0,0
1773755494.4135425,91.38,234.39,300.56,75.0,0
1773755494.445632,91.61,242.63,315.83,75.0,0
1773755494.4774606,90.65,230.74,300.15,66.67,0
1773755494.50856,91.33,234.14,301.94,66.67,0
1773755494.5393622,91.33,236.19,300.01,66.67,0
1773755494.5661411,91.38,235.91,297.71,75.0,0
1773755494.5975416,89.05,242.97,319.31,72.73,0
1773755494.6281116,89.62,246.66,322.1,72.73,0
1773755494.675809,92.03,243.33,309.82,66.67,0
1773755494.704223,91.39,234.43,300.5,66.67,0
1773755494.738902,91.04,232.51,300.19,66.67,0
1773755494.771386,90.5,230.14,300.26,66.67,0
1773755494.8165843,90.5,230.14,300.26,66.67,0
1773755494.851218,90.5,230.14,300.26,66.67,0
1773755494.877663,90.5,231.69,297.83,75.0,0
1773755494.9113953,90.5,231.69,297.83,75.0,0
1773755494.9439738,90.5,231.69,297.83,75.0,0
1773755494.9730306,91.38,236.57,303.96,75.0,0
1773755495.0027058,90.5,231.69,297.83,75.0,0
1773755495.037864,90.5,231.69,297.83,75.0,0
1773755495.0786796,90.5,231.69,297.83,75.0,0
1773755495.1115687,87.83,248.02,340.66,75.0,0
1773755495.1410904,88.76,237.79,304.21,72.73,0
1773755495.1745865,84.65,250.43,347.27,72.73,0
1773755495.2012074,88.76,237.79,304.21,72.73,0
1773755495.2349794,87.7,258.95,353.08,72.73,0
1773755495.2686453,92.39,244.81,312.23,72.73,0
1773755495.295215,90.3,234.31,291.38,66.67,0
1773755495.3278155,88.3,238.79,312.07,72.73,0
1773755495.357907,88.02,240.12,306.13,72.73,0
1773755495.3910239,93.0,250.41,321.99,72.73,0
1773755495.420597,92.55,239.97,308.23,75.0,0
1773755495.4830956,87.65,249.88,347.17,75.0,0
1773755495.5105639,87.91,248.43,345.61,75.0,0
1773755495.5424702,87.91,248.43,345.61,75.0,0
1773755495.5912943,91.61,236.89,305.77,75.0,0
1773755495.6240437,91.61,236.89,305.77,75.0,0
1773755495.6555839,90.0,238.62,309.16,75.0,0
1773755495.686315,91.61,235.11,302.15,75.0,0
1773755495.7168875,89.84,248.13,323.82,66.67,0
1773755495.7627513,86.75,247.29,325.66,72.73,0
1773755495.7980766,89.63,240.73,312.12,75.0,0
1773755495.825758,90.33,238.8,309.08,75.0,0
1773755495.868667,90.33,238.8,309.08,75.0,0
1773755495.914089,88.75,255.23,364.91,72.73,0
1773755495.9470072,88.75,237.81,310.18,72.73,0
1773755495.9938333,90.79,240.0,320.74,75.0,0
1773755496.0317674,90.4,237.46,317.25,75.0,0
1773755496.0656521,87.51,258.34,357.09,75.0,0
1773755496.0924644,89.89,239.26,320.72,75.0,0
1773755496.124237,89.89,234.64,313.1,75.0,0
1773755496.1542454,89.48,239.25,320.05,75.0,0
1773755496.1882067,90.4,242.03,324.77,75.0,0
1773755496.2196102,90.4,243.76,326.94,75.0,0
1773755496.2490194,91.18,237.73,313.25,75.0,0
1773755496.2800715,91.18,237.73,313.25,75.0,0
1773755496.3119717,91.18,237.73,313.25,75.0,0
1773755496.3428028,91.18,237.73,313.25,75.0,0
1773755496.376494,91.18,237.73,313.25,75.0,0
1773755496.4047492,94.09,239.06,300.66,76.92,0
1773755496.433941,94.35,239.3,299.65,76.92,0
1773755496.4669151,94.35,240.92,301.81,76.92,0
1773755496.4995942,93.4,246.07,309.28,66.67,0
1773755496.5295105,93.06,244.13,309.08,66.67,0
1773755496.5587583,92.95,244.05,305.96,75.0,0
1773755496.5910947,91.22,251.93,324.22,72.73,0
1773755496.6217253,93.27,245.89,309.19,66.67,0
1773755496.6535866,93.82,249.2,306.71,83.33,0
1773755496.6842883,93.82,249.2,306.71,83.33,0
1773755496.7205257,93.82,249.2,306.71,83.33,0
1773755496.745288,93.82,249.2,306.71,83.33,0
1773755496.7778146,93.82,248.73,309.85,75.0,0
1773755496.8062868,93.82,248.73,309.85,75.0,0
1773755496.8385582,96.56,247.11,296.67,69.23,0
1773755496.8704886,96.19,245.17,296.89,69.23,0
1773755496.9026768,96.56,247.11,296.67,69.23,0
1773755496.933915,96.56,247.11,296.67,69.23,0
1773755496.966784,96.56,247.54,293.67,76.92,0
1773755497.0276377,97.11,249.93,296.74,69.23,0
1773755497.0566125,97.11,250.36,293.39,76.92,0
1773755497.087889,87.75,233.2,324.69,91.67,0
1773755497.1197042,93.96,249.99,306.67,83.33,0
1773755497.1503515,90.02,240.57,315.32,83.33,0
1773755497.182145,93.96,249.99,306.67,83.33,0
1773755497.2125566,93.96,249.99,306.67,83.33,0
1773755497.2475066,93.96,249.52,310.05,75.0,0
1773755497.2718894,93.93,249.77,305.86,75.0,0
1773755497.3044558,95.74,243.12,296.81,69.23,0
1773755497.335468,95.2,240.69,297.08,69.23,0
1773755497.3684435,95.2,240.69,297.08,69.23,0
1773755497.4131634,95.03,239.93,297.36,76.92,0
1773755497.4493222,96.1,245.09,296.93,69.23,0
1773755497.4745336,96.1,245.09,296.93,69.23,0
1773755497.506743,93.88,249.05,309.94,75.0,0
1773755497.5369868,86.4,246.22,354.07,90.91,0
1773755497.569689,93.93,249.77,305.86,75.0,0
1773755497.6003041,93.93,249.77,305.86,75.0,0
1773755497.6320045,89.76,241.22,321.21,83.33,0
1773755497.6788788,96.85,249.07,292.87,69.23,0
1773755497.7106962,96.85,249.07,292.87,69.23,0
1773755497.7570112,96.28,247.36,285.93,69.23,0
1773755497.7892766,96.85,249.07,292.87,69.23,0
1773755497.8185713,91.87,256.14,273.59,72.73,0
1773755497.8509262,94.56,252.89,319.27,75.0,0
1773755497.8828478,94.6,241.52,302.51,76.92,0
1773755497.9123912,99.73,217.93,261.29,76.92,0
1773755497.9429815,91.69,245.28,272.73,75.0,0
1773755497.9747984,91.32,245.59,275.66,75.0,0
1773755498.0050185,98.93,219.37,266.57,76.92,0
1773755498.0329323,99.33,218.49,263.79,76.92,0
1773755498.0645127,99.33,218.49,263.79,76.92,0
1773755498.1167357,90.92,253.84,278.37,75.0,0
1773755498.146871,91.29,253.9,275.78,75.0,0
1773755498.177841,90.92,253.84,278.37,75.0,0
1773755498.2065854,91.29,253.9,275.78,75.0,0
1773755498.2425382,98.9,214.36,258.34,76.92,0
1773755498.27083,92.06,245.28,270.08,75.0,0
1773755498.317714,91.69,245.28,272.73,75.0,0
1773755498.3455555,91.89,243.27,271.51,75.0,0
1773755498.390177,91.89,243.27,271.51,75.0,0
1773755498.4270282,96.47,230.21,277.05,72.73,0
1773755498.4567845,96.47,230.21,277.05,72.73,0
1773755498.4874291,96.47,230.21,277.05,72.73,0
1773755498.5239377,96.47,230.21,277.05,72.73,0
1773755498.5475104,96.47,230.21,277.05,72.73,0
1773755498.580607,95.82,220.85,264.16,66.67,0
1773755498.6287024,95.82,220.85,264.16,66.67,0
1773755498.663827,95.49,221.42,264.31,66.67,0
1773755498.6920366,95.49,221.42,264.31,66.67,0
1773755498.7227676,96.47,230.21,277.05,72.73,0
1773755498.7552614,94.49,224.62,266.22,75.0,0
1773755498.7858276,94.49,224.62,266.22,75.0,0
1773755498.8156147,93.72,230.92,270.92,75.0,0
1773755498.8628755,93.72,230.92,270.92,75.0,0
1773755498.8959968,94.49,224.62,266.22,75.0,0
1773755498.930293,94.49,224.62,266.22,75.0,0
1773755498.95765,97.36,225.34,279.2,76.92,0
1773755498.9999146,94.49,224.62,266.22,75.0,0
1773755499.0305915,94.49,224.62,266.22,75.0,0
1773755499.062545,94.49,224.62,266.22,75.0,0
1773755499.1148162,94.49,224.62,266.22,75.0,0
1773755499.142822,94.49,226.48,268.87,75.0,0
1773755499.169803,94.49,224.62,266.22,75.0,0
1773755499.2225678,95.57,219.02,266.37,76.92,0
1773755499.2537053,95.89,219.96,268.5,76.92,0
1773755499.2848535,95.57,219.02,266.37,76.92,0
1773755499.317259,95.57,219.02,266.37,76.92,0
1773755499.34669,95.57,219.02,266.37,76.92,0
1773755499.3790703,95.57,219.02,266.37,76.92,0
1773755499.4095385,96.07,216.94,272.06,76.92,0
1773755499.4408803,109.77,147.94,217.57,75.0,0
1773755499.4719656,93.67,216.1,260.97,69.23,0
1773755499.5027556,94.14,231.44,242.37,66.67,0
1773755499.534507,94.18,226.12,235.35,66.67,0
1773755499.566167,94.18,226.12,235.35,66.67,0
1773755499.6018765,94.18,226.12,235.35,66.67,0
1773755499.6306877,102.9,155.11,179.45,63.64,0
1773755499.6560564,97.76,163.84,184.03,69.23,0
1773755499.6847403,97.76,168.67,198.01,69.23,0
1773755499.7175856,95.48,187.09,190.29,76.92,0
1773755499.750567,94.56,224.32,235.15,66.67,0
1773755499.780731,94.18,226.12,235.35,66.67,0
1773755499.8164742,98.83,213.97,237.88,69.23,0
1773755499.8434167,93.77,233.16,242.57,66.67,0
1773755499.8755765,94.18,226.12,235.35,66.67,0
1773755499.9120045,94.56,224.32,235.15,66.67,0
1773755499.942587,96.51,232.68,260.34,69.23,0
1773755499.973338,94.56,219.85,228.96,66.67,0
1773755500.0119536,95.36,235.0,258.4,69.23,0
1773755500.0317647,95.36,227.02,248.87,69.23,0
1773755500.0736601,93.77,233.16,242.57,66.67,0
1773755500.109565,93.39,237.01,246.03,75.0,0
1773755500.1555245,97.35,181.03,190.35,75.0,0
1773755500.1881578,97.35,181.03,190.35,75.0,0
1773755500.217334,97.62,165.83,180.97,69.23,0
1773755500.2477388,97.07,167.44,178.49,69.23,0
1773755500.2762175,94.86,188.69,194.77,69.23,0
1773755500.3088896,95.41,186.18,195.51,69.23,0
1773755500.340373,100.1,158.56,172.44,66.67,0
1773755500.3708818,100.1,158.56,172.44,66.67,0
1773755500.4049287,96.32,171.0,179.22,53.85,0
1773755500.4350653,96.32,171.0,179.22,53.85,0
1773755500.4833977,99.68,158.48,167.5,58.33,0
1773755500.5301256,99.68,158.48,167.5,58.33,0
1773755500.572623,98.2,155.56,164.36,61.54,0
1773755500.6065283,102.6,153.1,159.92,61.54,0
1773755500.6601007,100.55,155.25,165.64,66.67,0
1773755500.6875482,100.55,155.25,165.64,66.67,0
1773755500.718012,103.27,153.54,183.22,71.43,0
1773755500.7684815,103.27,153.54,183.22,71.43,0
1773755500.7994466,95.91,204.11,253.36,69.23,0
1773755500.829649,101.39,152.07,176.29,69.23,0
1773755500.8654537,101.01,154.7,179.46,61.54,0
1773755500.8922825,100.36,149.86,168.33,69.23,0
1773755500.9288826,99.68,158.48,167.5,58.33,0
1773755500.9706209,101.77,158.16,187.56,61.54,0
1773755501.0029945,101.77,158.16,187.56,61.54,0
1773755501.031133,101.39,152.07,176.29,69.23,0
1773755501.0659523,97.8,157.51,161.42,61.54,0
1773755501.094587,97.81,158.47,155.54,61.54,0
1773755501.1297493,102.2,151.19,173.79,61.54,0
1773755501.1548984,104.83,152.92,167.27,57.14,0
1773755501.1864166,83.74,211.99,350.58,50.0,0
1773755501.2183425,86.77,213.14,344.32,63.64,0
1773755501.2504961,78.88,260.64,375.92,60.0,0
1773755501.2819772,79.19,263.09,375.64,60.0,0
1773755501.3124285,76.65,265.69,398.39,66.67,0
1773755501.34464,80.6,235.64,347.09,54.55,0
1773755501.3726168,80.6,235.64,347.09,54.55,0
1773755501.402129,78.26,238.14,365.84,70.0,0
1773755501.4348083,77.95,242.49,368.91,70.0,0
1773755501.470846,77.63,236.79,368.84,60.0,0
1773755501.5043006,86.09,209.0,343.05,72.73,0
1773755501.5347059,85.4,216.01,345.56,63.64,0
1773755501.5659413,85.4,216.01,345.56,63.64,0
1773755501.6000636,77.33,241.47,372.15,60.0,0
1773755501.6282108,77.33,241.47,372.15,60.0,0
1773755501.66087,77.95,240.4,369.26,70.0,0
1773755501.691868,75.76,279.41,398.75,70.0,0
1773755501.7248597,74.89,253.2,387.09,70.0,0
1773755501.7557452,75.46,254.77,389.87,70.0,0
1773755501.7877078,77.33,241.47,372.15,60.0,0
1773755501.817672,77.33,241.47,372.15,60.0,0
1773755501.8485181,84.74,210.26,342.99,63.64,0
1773755501.8805687,74.55,237.58,394.6,66.67,0
1773755501.9118202,78.05,264.1,465.96,70.0,0
1773755501.9447422,77.74,269.73,475.8,70.0,0
1773755501.975939,77.42,265.6,469.85,70.0,0
1773755502.0236537,74.25,242.47,398.19,66.67,0
1773755502.0521674,77.42,250.5,443.32,70.0,0
1773755502.082188,77.42,250.5,443.32,70.0,0
1773755502.1148472,73.57,254.78,407.44,66.67,0
1773755502.145883,77.74,264.26,464.85,70.0,0
1773755502.1776361,75.45,227.23,400.78,70.0,0
1773755502.2086484,74.72,221.34,393.86,70.0,0
1773755502.2396162,73.1,249.6,403.97,66.67,0
1773755502.2845297,73.57,254.78,407.44,66.67,0
1773755502.3204632,71.69,224.14,409.87,66.67,0
1773755502.3468418,70.63,250.39,424.08,62.5,0
1773755502.3779752,71.39,223.85,406.29,66.67,0
1773755502.4249585,75.28,266.86,484.2,66.67,0
1773755502.4581597,75.28,266.86,484.2,66.67,0
1773755502.4880524,78.21,258.93,440.81,70.0,0
1773755502.5205483,77.89,255.84,441.35,70.0,0
1773755502.5489,77.89,255.84,441.35,70.0,0
1773755502.581992,78.85,275.37,456.58,60.0,0
1773755502.6119163,78.52,271.69,456.89,70.0,0
1773755502.6454284,78.52,271.69,456.89,70.0,0
1773755502.670542,77.73,269.65,461.55,70.0,0
1773755502.7053955,78.52,262.16,440.53,60.0,0
1773755502.7368808,78.04,263.31,444.83,60.0,0
1773755502.7595563,74.59,253.83,480.66,70.0,0
1773755502.812543,74.29,254.26,483.83,70.0,0
1773755502.838803,78.04,263.31,444.83,60.0,0
1773755502.8645039,82.18,276.7,431.4,63.64,0
1773755502.8758674,78.83,261.81,438.0,60.0,0
1773755502.9406507,84.72,281.25,409.67,63.64,0
1773755502.9561007,81.38,270.01,426.29,60.0,0
1773755503.0037766,84.69,281.48,420.72,63.64,0
1773755503.020605,82.52,268.22,423.34,72.73,0
1773755503.066887,81.38,270.01,426.29,60.0,0
1773755503.083702,81.38,270.01,426.29,60.0,0
1773755503.1280916,81.38,270.01,426.29,60.0,0
1773755503.1479223,81.38,270.01,426.29,60.0,0
1773755503.2077851,81.34,268.43,430.64,63.64,0
1773755503.2207456,77.66,274.2,464.49,70.0,0
1773755503.2686124,77.66,274.2,464.49,70.0,0
1773755503.2868488,78.25,272.2,458.92,70.0,0
1773755503.3336914,77.66,264.76,448.41,60.0,0
1773755503.3457417,78.25,272.2,458.92,70.0,0
1773755503.3968437,76.15,211.8,333.95,60.0,0
1773755503.4106588,77.04,268.17,455.31,60.0,0
1773755503.458724,77.33,242.04,404.01,60.0,0
1773755503.473862,74.99,256.01,383.57,55.56,0
1773755503.5420823,76.75,207.74,324.47,60.0,0
1773755503.554976,78.25,262.7,442.63,60.0,0
1773755503.6027536,77.63,256.19,431.05,60.0,0
1773755503.6130018,78.83,265.99,394.85,70.0,0
1773755503.6738439,70.98,291.34,452.68,55.56,0
1773755503.6904929,74.38,257.51,391.04,55.56,0
1773755503.7382247,74.38,257.51,391.04,55.56,0
1773755503.7537374,81.44,264.82,436.55,63.64,0
1773755503.8021219,78.72,264.65,395.75,60.0,0
1773755503.8171906,78.26,272.14,402.55,60.0,0
1773755503.8622677,74.38,257.51,391.04,55.56,0
1773755503.8840785,78.83,256.25,375.79,60.0,0
1773755503.9500723,74.38,257.51,391.04,55.56,0
1773755503.976651,74.85,249.49,383.16,55.56,0
1773755503.9889252,82.26,223.82,350.27,60.0,0
1773755504.005064,82.26,223.82,350.27,60.0,0
1773755504.0718925,74.73,244.56,370.95,60.0,0
1773755504.0873508,74.6,244.4,370.46,60.0,0
1773755504.1365864,71.4,284.95,445.89,55.56,0
1773755504.1529083,86.11,232.08,311.99,54.55,0
1773755504.20232,74.85,257.58,410.94,55.56,0
1773755504.2177837,78.28,202.43,328.71,60.0,0
1773755504.2657416,77.62,202.17,322.44,50.0,0
1773755504.281941,74.85,259.52,415.3,55.56,0
1773755504.3460417,74.85,257.58,410.94,55.56,0
1773755504.3674145,75.2,257.26,409.35,55.56,0
