timestamp,bpm,sdnn,rmssd,label
1771594107,84.21,149.77,263.81,0
1771594107,85.14,149.99,260.2,0
1771594107,85.14,149.54,258.94,0
1771594107,87.55,155.21,251.75,0
1771594108,85.42,142.77,245.69,0
1771594108,84.95,143.09,247.49,0
1771594108,84.95,137.48,229.69,0
1771594108,85.42,143.2,246.88,0
1771594108,85.67,143.68,246.86,0
1771594108,82.04,165.97,268.27,0
1771594108,88.68,158.59,246.41,0
1771594108,86.07,140.66,245.73,0
1771594108,81.76,173.98,275.59,0
1771594108,81.65,175.92,277.21,0
1771594108,82.01,183.69,289.64,0
1771594108,90.21,155.24,252.11,0
1771594108,82.46,181.33,290.4,0
1771594108,87.01,143.55,258.94,0
1771594108,89.4,135.9,254.96,0
1771594108,85.42,179.07,286.28,0
1771594108,86.68,191.38,296.45,0
1771594108,83.37,178.92,293.74,0
1771594108,86.16,185.75,291.8,0
1771594108,89.55,147.79,257.49,0
1771594108,86.67,138.31,254.62,0
1771594108,86.87,136.87,253.52,0
1771594109,86.87,136.87,253.52,0
1771594109,86.87,134.98,251.3,0
1771594109,86.19,137.94,248.43,0
1771594109,85.97,139.4,247.78,0
1771594109,85.97,141.23,250.03,0
1771594109,87.1,136.38,254.73,0
1771594109,89.38,143.02,262.07,0
1771594109,89.33,145.35,262.7,0
1771594109,89.17,143.65,261,0
1771594109,88.44,131.83,253.09,0
1771594109,91.04,145.04,277.04,0
1771594109,92.36,153.55,287.43,0
1771594109,92.44,154.27,288.72,0
1771594109,90.74,144.18,273.7,0
1771594109,87.59,134.19,249.08,0
1771594109,88.2,137.22,255.51,0
1771594109,90.5,143.37,273.85,0
1771594109,90.15,145.4,274.18,0
1771594109,87.59,136.09,252.37,0
1771594109,87.59,130.18,234.94,0
1771594109,85.18,142.65,232.93,0
1771594109,84.63,149.08,235.26,0
1771594109,85.38,140.58,232.33,0
1771594109,85.91,141.61,249.12,0
1771594109,85.91,123.09,163.42,0
1771594109,86.49,121.06,166.16,0
1771594109,86.69,125.87,172.57,0
1771594110,86.49,126.55,171.94,0
1771594110,94.57,145.67,204.19,0
1771594110,86.1,120.84,159.47,0
1771594110,87.99,126.81,221.61,0
1771594110,89.77,108.9,154.61,0
1771594110,89.57,110.88,154.96,0
1771594110,97.27,136.52,216.94,0
1771594110,95.52,131.25,211.08,0
1771594110,95.77,132.54,213.01,0
1771594110,96.25,129.42,200.87,0
1771594110,95.71,132.95,199.66,0
1771594110,97.25,134.11,224.72,0
1771594110,95.05,139.22,207.93,0
1771594110,94.49,143.87,204.83,0
1771594110,93.66,153.95,211.86,0
1771594110,92.4,170.94,218.72,0
1771594110,87.97,215.85,289.37,0
1771594110,89.55,194.59,273.18,0
1771594110,92.97,161.55,215.92,0
1771594110,92.97,174.43,240.73,0
1771594111,93.36,158.13,208.69,0
1771594111,92.58,163.04,219.7,0
1771594111,92.58,164.24,218.84,0
1771594111,94.35,159.73,242.33,0
1771594111,93.87,163.33,248.95,0
1771594111,93.58,162.59,245.67,0
1771594111,94.23,155.56,230.97,0
1771594111,94.7,161.52,233.39,0
1771594111,93.83,158.99,221.83,0
1771594111,93.42,163.51,219.77,0
1771594111,92.55,163.19,209.84,0
1771594111,92.04,167.6,201.89,0
1771594111,94.74,171.16,199.62,0
1771594111,88.06,164.81,227.27,0
1771594111,92.04,165.87,206.61,0
1771594111,92.55,167.68,212.4,0
1771594111,88.72,160.76,221.07,0
1771594111,88.72,158.38,214.84,0
1771594111,88.13,213.24,207.45,0
1771594111,92.41,162.18,210.37,0
1771594111,92.41,160.96,209.82,0
1771594111,90.89,164.23,224.35,0
1771594111,91.59,156.88,214.18,0
1771594112,92.55,161.95,210.28,0
1771594112,91.17,171,230.82,0
1771594112,90.46,163.89,223.13,0
1771594112,89.92,160.95,216.29,0
1771594112,89.9,163.3,215.06,0
1771594112,89.08,210.92,289.48,0
1771594112,88.7,211.3,288.67,0
1771594112,87.83,211.47,284.03,0
1771594112,87.69,207.25,275.88,0
1771594112,90.07,215.55,299.51,0
1771594112,87.1,178.72,216.09,0
1771594112,87.59,186.5,227.04,0
1771594112,87.59,188.48,231.73,0
1771594112,87.95,187.68,233.05,0
1771594112,87.75,190.07,234.33,0
1771594112,85.19,183.03,202.89,0
1771594112,86.22,163.58,194.68,0
1771594113,85.19,183.03,202.89,0
1771594113,85.07,183.95,204.32,0
1771594113,84.17,177.51,200.48,0
1771594113,84,178.46,190.96,0
1771594113,83.01,185.63,203.4,0
1771594113,82.68,188.13,202,0
1771594113,84.59,186.26,214.15,0
1771594113,85.07,182.06,208.07,0
1771594113,87.5,173.76,190.5,0
1771594113,87.73,174.08,190.02,0
1771594113,86.96,173.74,192.43,0
1771594113,81.37,238.72,206.23,0
1771594113,81.37,240.04,202.8,0
1771594113,80.4,254.68,215.81,0
1771594113,83.32,251.83,207.18,0
1771594113,86.06,178.03,195.19,0
1771594113,79.58,272.85,230.65,0
1771594113,79.15,281.64,242.57,0
1771594113,78.99,285.51,245.96,0
1771594113,81.7,285.85,238.9,0
1771594113,82.24,290.92,242.82,0
1771594113,78.99,286.72,242.8,0
1771594114,78.99,285.51,245.96,0
1771594114,78.99,286.72,242.8,0
1771594114,78.48,284.55,243.68,0
1771594114,79.1,286.23,245.74,0
1771594114,77.25,295.37,255.39,0
1771594114,77.44,296.49,255.9,0
1771594114,78.23,283.29,351.72,0
1771594114,77.81,282.18,341.54,0
1771594114,77.67,281.93,338.07,0
1771594114,77.25,294.08,258.72,0
1771594114,78.23,282.06,353.9,0
1771594114,77.81,280.95,343.79,0
1771594114,76.63,281.09,316.3,0
1771594114,76.04,283.12,303.26,0
1771594114,75.83,285.36,296.33,0
1771594114,77.99,283.22,341.89,0
1771594114,77.99,281.99,344.13,0
1771594114,81.08,286.95,340.16,0
1771594114,79.81,299,355.23,0
1771594115,79.66,297.71,355.5,0
1771594115,79.19,291.45,352.27,0
1771594115,79.66,296.21,356.06,0
1771594115,79.66,297.38,353.89,0
1771594115,79.66,298.87,353.33,0
1771594115,78.99,298.41,361.55,0
1771594115,78.86,297.18,364.77,0
1771594115,82.12,299.75,343.29,0
1771594115,82.12,299.06,347.28,0
1771594115,82.79,298.91,339.5,0
1771594115,78.58,299.22,337.71,0
1771594115,82.38,314.65,349.4,0
1771594115,82.38,316.07,348.83,0
1771594115,82.23,314.67,348.53,0
1771594115,78.74,312.11,366.75,0
1771594115,81.85,303.02,352.08,0
1771594115,78.53,297.66,368.41,0
1771594115,74.93,288.55,354.99,0
1771594115,78.38,297.79,370.06,0
1771594115,77.91,298.7,375.88,0
1771594115,77.34,301.51,385.94,0
1771594115,76.6,305.87,397.63,0
1771594116,77.72,299.27,378.39,0
1771594116,77.58,297.91,377.94,0
1771594116,77.72,300,380.59,0
1771594116,78.44,305.99,383.62,0
1771594116,77.72,301.9,382.32,0
1771594116,80.17,319.63,402.95,0
1771594116,74.8,297.57,396.9,0
1771594116,69.12,266.72,388.25,0
1771594116,74.99,299.1,395.88,0
1771594116,73.41,288.77,410.14,0
1771594116,73.94,290.86,405.13,0
1771594116,75.16,281.66,387.82,0
1771594116,75.16,280.43,389.81,0
1771594116,75.39,282.46,382.72,0
1771594116,75.98,286.11,384.12,0
1771594116,74.09,291.6,400,0
1771594116,74.09,292.9,397.85,0
1771594116,77.63,301.57,379.48,0
1771594116,70.76,258.68,369.21,0
1771594116,71.12,260.1,370.64,0
1771594116,66.49,268.51,388.34,0
1771594116,69.77,272.26,390.21,0
1771594117,77.05,294.97,384.68,0
1771594117,76.89,294.16,380.79,0
1771594117,76.51,290.22,378.77,0
1771594117,76.66,292.25,380.66,0
1771594117,76.36,288.08,377.98,0
1771594117,75.89,285.5,378.65,0
1771594117,72.95,275.06,370.79,0
1771594117,72.95,275.9,370.94,0
1771594117,72.95,277.27,375.06,0
1771594117,73.1,277.74,371.68,0
1771594117,72.73,278.78,371.56,0
1771594117,75.03,277.55,351.79,0
1771594117,72.95,282.08,386.66,0
1771594117,74.41,290.07,377.11,0
1771594117,74.24,288.75,377.51,0
1771594117,73.74,279.91,378.8,0
1771594117,73.75,279.92,381.82,0
1771594117,74.19,277.94,380,0
1771594117,75.4,267.77,366.15,0
1771594117,75.66,269.12,368.13,0
1771594117,74.33,278.3,378.97,0
1771594117,74.33,277.04,376.19,0
1771594118,74.33,278.3,378.97,0
1771594118,71.48,304.67,403.27,0
1771594118,71.72,300.16,397.52,0
1771594118,74.33,277.04,376.19,0
1771594118,73.27,284.4,384.54,0
1771594118,73.11,284.49,383.01,0
1771594118,73.27,283.17,381.79,0
1771594118,74.5,277.74,378.46,0
1771594118,75.08,276.62,377.44,0
1771594118,74.97,276.74,377.56,0
1771594118,74.5,277.12,374.84,0
1771594118,74.44,277.18,376.15,0
1771594118,74.97,276.73,378.77,0
1771594118,74.67,277.29,379.87,0
1771594118,74.51,277.71,380.55,0
1771594118,75.18,276.56,378.2,0
1771594118,78.81,288.11,382.15,0
1771594119,78.65,286.24,380.39,0
1771594119,78.27,289.2,379.81,0
1771594119,72.61,289.1,374.57,0
1771594119,73.22,283.78,373.27,0
1771594119,79.1,286.06,383.01,0
1771594119,77.32,269.69,367.47,0
1771594119,77.14,268.57,366.38,0
1771594119,77.14,272.49,367.26,0
1771594119,79.26,291.57,385.59,0
1771594119,79.1,289.75,383.85,0
1771594119,79.67,292.53,389.4,0
1771594119,82.02,301.08,350.97,0
1771594119,81.44,301.66,370.9,0
1771594119,81.21,299.8,371.33,0
1771594119,80.87,291.6,352.8,0
1771594119,80.87,297.36,372.22,0
1771594119,80.71,296.32,372.74,0
1771594119,79.94,293.4,380.01,0
1771594119,79.29,294.1,374.29,0
1771594119,78.97,291.22,387.67,0
1771594119,78.97,285.35,369.07,0
1771594119,80.71,290.54,353.36,0
1771594119,81.13,286.44,357.92,0
1771594119,81.29,287.5,357.37,0
1771594119,81.75,283.59,362.8,0
1771594119,84.32,271.65,403.07,0
1771594120,84.32,271.65,403.07,0
1771594120,84.55,283.34,431.73,0
1771594120,86.35,275.68,411.65,0
1771594120,85.88,273.72,411.8,0
1771594120,83.72,268.91,405.24,0
1771594120,86.13,265.89,388.06,0
1771594120,85.25,271.97,412.73,0
1771594120,84.81,271.32,409.48,0
1771594120,85.88,274.03,414.18,0
1771594120,85.36,285.84,347.49,0
1771594120,82.95,283.85,353.98,0
1771594120,82.86,274.85,349.04,0
1771594120,85.87,274.66,337.83,0
1771594120,88.37,284.97,460.54,0
1771594120,84.86,293.01,477.83,0
1771594120,81.11,293.03,371.54,0
1771594120,81.57,282.68,362.52,0
1771594120,88.75,274.14,324.21,0
1771594120,85.87,274.32,334.61,0
1771594120,85.36,285.52,344.36,0
1771594120,85.17,284.85,344.6,0
1771594120,85.67,273.65,334.85,0
1771594120,81.97,291.06,364.29,0
1771594120,84.82,295.53,383.97,0
1771594120,85.01,291.39,380.61,0
1771594120,85.25,263.5,329.97,0
1771594120,90.82,164.88,259.55,0
1771594120,91.15,161.39,257.86,0
1771594121,92.19,182.84,308.22,0
1771594121,90.73,195.19,313.67,0
1771594121,90.82,164.88,259.55,0
1771594121,90.26,171.59,263.09,0
1771594121,92.94,148.55,252,0
1771594121,91.07,163.9,257.81,0
1771594121,94.38,183.67,322.11,0
1771594121,94.38,151.38,264.21,0
1771594121,95.8,151,260.03,0
1771594121,95.62,149.61,258.51,0
1771594121,95.48,144.92,247.99,0
1771594121,95.2,144.01,246.67,0
1771594121,96.37,149.39,253.25,0
1771594121,95.2,168,294.78,0
1771594121,95.2,176.77,311.44,0
1771594121,95.48,177.51,310.39,0
1771594121,98.98,159.1,262.93,0
1771594121,87.52,192.84,203.09,0
1771594121,87.52,196.6,223.79,0
1771594121,87.32,200.15,225.83,0
1771594121,87.52,190.98,197.22,0
1771594121,87.32,198.35,211.41,0
1771594121,88.94,194.34,201.6,0
1771594121,87.52,194.76,209.23,0
1771594121,87.52,192.8,195.67,0
1771594122,88.78,178.41,196.27,0
1771594122,91.82,134.09,189.07,0
1771594122,96.09,142.72,232.88,0
1771594122,91.35,136.11,197.99,0
1771594122,90.76,134.64,187.34,0
1771594122,98.5,140.65,212.91,0
1771594122,91.55,131.07,176.03,0
1771594122,91.62,134.15,198.8,0
1771594122,96.09,137.96,223.15,0
1771594122,93.29,134.13,206.6,0
1771594122,96.09,142.74,240.01,0
1771594122,95.52,132.81,215.07,0
1771594122,95.29,133.48,216.96,0
1771594122,95.55,126.01,203.67,0
1771594122,95.76,127.71,206.62,0
1771594122,96.09,145.01,244.88,0
1771594122,93.29,131.29,190.9,0
1771594122,92.41,132.49,203.44,0
1771594122,92.26,133.05,203.75,0
1771594122,92.26,130.58,197.87,0
1771594122,91.59,134.36,200.25,0
1771594123,92.23,129.65,184.28,0
1771594123,92.08,130.22,184.62,0
1771594123,88.31,176.34,236.65,0
1771594123,88.48,174.85,235.37,0
1771594123,97.09,121.78,201.67,0
1771594123,97.09,119.07,195.72,0
1771594123,98.78,122.64,206,0
1771594123,97.09,113.3,174.64,0
1771594123,91.46,180.3,222.46,0
1771594123,98.53,119.36,200.24,0
1771594123,98.78,120.17,200.68,0
1771594123,97.15,122.22,208.06,0
1771594123,93.98,118.35,193.9,0
1771594123,93.72,120.05,194.27,0
1771594123,93.72,119.75,194.19,0
1771594123,93.15,116.43,167.86,0
1771594123,93.72,111.11,165.95,0
1771594123,93.98,118.23,194.07,0
1771594123,97.3,119.61,207.5,0
1771594123,96.79,120.42,210.66,0
1771594123,95.98,126.38,206,0
1771594123,94.23,119.53,191.52,0
1771594124,96.48,125.81,203.7,0
1771594124,97.48,127.58,201.21,0
1771594124,98.31,134.08,207.72,0
1771594124,94.07,124.79,197.58,0
1771594124,96.28,119.7,181.4,0
1771594124,96.52,118.89,177.86,0
1771594124,93.59,119.18,188.5,0
1771594124,88.94,133.45,184.02,0
1771594124,92.15,141.91,202.58,0
1771594124,96.52,130.95,209.94,0
1771594124,96.52,131.22,211.69,0
1771594124,96.27,129.68,208.14,0
1771594124,97.45,126.57,199.52,0
1771594124,95.64,120.57,182.32,0
1771594124,96.59,117.77,176.28,0
1771594124,96.44,122.69,202.86,0
1771594124,95.48,120.2,184.92,0
1771594124,96.01,125.48,198.55,0
1771594124,96.01,126.75,202.8,0
1771594124,95.48,125.66,205.5,0
1771594124,93.12,133.92,226.37,0
1771594124,92.68,134.33,223.46,0
1771594124,95.26,124.13,199.03,0
1771594124,95.26,126.73,204.87,0
1771594124,91.23,146.27,227.87,0
1771594124,90.98,149.97,232.36,0
1771594125,95.26,118.61,178.33,0
1771594125,95.26,126.73,204.87,0
1771594125,95.48,125.66,205.5,0
1771594125,96.39,122.96,209.52,0
1771594125,96.19,133.66,220.83,0
1771594125,96.72,128.21,213.53,0
1771594125,96.72,125.41,207.36,0
1771594125,92.71,151.74,253.11,0
1771594125,92.21,155.78,259.3,0
1771594125,99.85,158.55,186.44,0
1771594125,91.69,163.26,240.01,0
1771594125,91.4,167.71,243.78,0
1771594125,99.63,156.83,186.09,0
1771594125,91.96,158.46,237.44,0
1771594125,97.12,148.86,184.87,0
1771594125,92.62,152.83,228.11,0
1771594125,88.98,218.37,281.83,0
1771594125,92.41,232.2,265.59,0
1771594125,92.41,233.22,263.18,0
1771594126,97.12,150.45,181.39,0
1771594126,97.12,148.86,184.87,0
1771594126,93.45,228.04,261.45,0
1771594126,96.32,143.96,177.48,0
1771594126,95.98,138.52,190.49,0
1771594126,96.71,143.3,196.82,0
1771594126,96.47,147.99,202.4,0
1771594126,96.02,149.31,198.31,0
1771594126,93.84,141.65,198.32,0
1771594126,94.3,145.16,211.05,0
1771594126,94.3,140.47,202.78,0
1771594126,89.91,234.31,278.39,0
1771594126,93.73,136.69,202.3,0
1771594126,95.36,136.65,194.94,0
1771594126,95.88,140.4,198.64,0
1771594126,96.17,141.75,194.3,0
1771594126,96.17,141.87,195.78,0
1771594126,91.9,135.17,209.13,0
1771594126,92.47,140.32,213.27,0
1771594126,82.74,223.12,300.32,0
1771594126,84.55,232.97,282.64,0
1771594126,87.18,235.41,326.32,0
1771594126,92.28,137.48,219.82,0
1771594127,92.5,137.04,218.39,0
1771594127,92.62,140.79,219.18,0
1771594127,94.62,142.3,209.03,0
1771594127,87.03,225.72,324.89,0
1771594127,86.74,223.47,322.03,0
1771594127,89.85,228.27,309.1,0
1771594127,89.4,232.43,324.83,0
1771594127,79.68,223.75,314.25,0
1771594127,92.32,129.79,202.61,0
1771594127,92.76,134.84,213.08,0
1771594127,92.23,135.1,216.13,0
1771594127,91.31,130.16,208.78,0
1771594127,92.1,131.37,208.03,0
1771594127,91.91,130.69,206.81,0
1771594127,92.13,130.99,205.74,0
1771594127,92.98,135.06,212.04,0
1771594127,93.86,141.83,220.32,0
1771594127,93.66,140.13,218.34,0
1771594127,95.76,144.92,217.53,0
1771594127,93.54,140.87,207.78,0
1771594127,94.61,148.33,212.46,0
1771594127,91.38,134.11,208.57,0
1771594127,96.41,138.08,189.07,0
1771594127,91.88,130.34,199.59,0
1771594128,93.54,139.08,204.06,0
1771594128,92.99,142.82,209.2,0
1771594128,92.98,148.31,216.46,0
1771594128,93.2,146.57,214.26,0
1771594128,94.58,154.01,211.95,0
1771594128,95.21,148.47,205.29,0
1771594128,99.41,145.67,188.22,0
1771594128,99.41,144.08,184.6,0
1771594128,99.61,145.65,185.91,0
1771594128,99.06,143.65,188.35,0
1771594128,98.31,138.53,186.34,0
1771594128,99.14,144.2,189.31,0
1771594128,97.46,145.33,197.25,0
1771594128,97.17,143.54,197.65,0
1771594128,99.13,144.26,190.24,0
1771594128,99.61,147.54,191.67,0
1771594128,97.46,145.58,199.12,0
1771594128,97.17,143.79,199.52,0
1771594128,96.88,140.54,191.72,0
1771594128,98.15,139.72,188.13,0
1771594128,97.44,137.92,186.47,0
1771594128,96.85,137.58,189.72,0
1771594128,97.17,138.67,192.55,0
1771594128,97.44,139.63,193.77,0
1771594128,97.63,139.92,194.54,0
1771594129,98.98,143.1,192.54,0
1771594129,97.31,144.42,195.11,0
1771594129,98.03,148.33,195.16,0
1771594129,96.4,147.72,194.63,0
1771594129,97.91,145.78,186.41,0
1771594129,97.61,143.91,195.74,0
1771594129,98.32,138.66,185.96,0
1771594129,97.19,143,186.74,0
1771594129,96.63,142.01,188.1,0
1771594129,97.47,138.8,188.55,0
1771594129,98.31,140.2,185.07,0
1771594129,98.32,138.88,186.11,0
1771594129,95.8,150.64,209.07,0
1771594129,96.01,158.64,220.99,0
1771594129,97.36,144.07,197.41,0
1771594129,97.88,143.41,195.08,0
1771594129,97.88,143.66,197.29,0
1771594129,93.8,170.43,233.64,0
1771594129,93.51,174,237.62,0
1771594129,93.14,179.02,243.16,0
1771594129,97.66,144.61,194.97,0
1771594130,97.36,150.51,209.4,0
1771594130,97.14,151.38,207.21,0
1771594130,96.57,141.01,188.13,0
1771594130,96.57,145.75,194.61,0
1771594130,96.63,140.75,190.77,0
1771594130,96.61,141.75,192.55,0
1771594130,97.88,143.66,198.74,0
1771594130,100.03,145.33,211.71,0
1771594130,92.9,206,276.73,0
1771594130,92.33,216.06,288.06,0
1771594130,97.19,148.86,206.84,0
1771594130,99.03,148.42,210.56,0
1771594130,99.07,140.35,198.74,0
1771594130,98.98,138.46,195.53,0
1771594130,98.01,146.07,206.69,0
1771594130,99.24,149.66,212.23,0
1771594130,101.98,140.99,189.16,0
1771594130,100.06,143.5,203.42,0
1771594130,103.22,143.6,189.59,0
1771594131,96.54,154.94,179.56,0
1771594131,101.98,140.99,189.16,0
1771594131,101.91,136.79,188.64,0
1771594131,101.73,137,189.62,0
1771594131,101.03,138.73,194.21,0
1771594131,100.74,139.87,196.46,0
1771594131,102.76,137.08,185.09,0
1771594131,99.18,131.04,183.05,0
1771594131,101.63,135.16,187.18,0
1771594131,98.18,160.15,224.21,0
1771594131,91.03,191.63,207.64,0
1771594131,99.68,135.69,191.74,0
1771594131,101.45,137.18,183.93,0
1771594131,93.91,185.6,164.55,0
1771594131,99.71,130.37,183.71,0
1771594131,98.68,132.07,184.34,0
1771594131,99,133.48,158.36,0
1771594131,98.28,134.86,164.31,0
1771594131,98.95,137.19,196.69,0
1771594131,98.17,134.24,185.78,0
1771594131,96.7,140.39,183.05,0
1771594132,99,136.58,184.18,0
1771594132,97.3,129.42,153.31,0
1771594132,96.77,134.13,158.04,0
1771594132,96.38,152.78,176.3,0
1771594132,95.62,161.02,184.18,0
1771594132,96.84,157.1,214.77,0
1771594132,98.1,122.69,151.8,0
1771594132,95,169.18,192.68,0
1771594132,97.54,146.5,175.96,0
1771594132,98.99,133.64,166.84,0
1771594132,99.22,130.2,164.02,0
1771594132,99.53,129.33,164.1,0
1771594132,96.17,154.98,178.38,0
1771594132,94.04,184.18,204.32,0
1771594132,96.14,183.42,236.14,0
1771594132,96.74,171.21,225.79,0
1771594132,97.15,168.24,225.15,0
1771594132,101.13,131.15,205.32,0
1771594132,100.98,140,216.12,0
1771594132,102.1,134.96,215.3,0
1771594132,100.03,124.69,187,0
1771594132,96.46,138.6,177.13,0
1771594132,96.4,137.52,173.44,0
1771594132,99.62,127.3,172.46,0
1771594132,101.56,124.57,192.13,0
1771594132,99.74,125.57,186.93,0
1771594132,99.34,124.32,179.01,0
1771594132,98.78,142.25,167.74,0
1771594132,98.35,150.86,168.12,0
1771594133,99.91,126.07,174.94,0
1771594133,100.94,124.89,183.6,0
1771594133,100.72,129.12,179.49,0
1771594133,99.2,130.29,178.9,0
1771594133,97.08,144.85,185.21,0
1771594133,95.91,183.87,242.67,0
1771594133,100.99,130.57,181.94,0
1771594133,100.64,128.72,179.49,0
1771594133,101.57,134.39,186.63,0
1771594133,98.89,131.51,176.26,0
1771594133,98.62,132.43,178.12,0
1771594133,101.31,135.41,188.25,0
1771594133,96.55,136.29,176.62,0
1771594133,96.19,139.62,178.62,0
1771594133,96.42,138.98,176.91,0
1771594133,96.91,138.28,173.94,0
1771594133,97.07,143.88,177.18,0
1771594133,104.69,137.57,179.86,0
1771594133,92.59,150.98,183.12,0
1771594133,92.83,150.53,182.49,0
1771594134,99.89,144.41,210.53,0
1771594134,99.39,147.05,205.45,0
1771594134,97.07,143.88,177.18,0
1771594134,96.73,135.38,181.61,0
1771594134,96.47,134.97,179.16,0
1771594134,96.8,142.58,175.85,0
1771594134,96.64,137.03,177.78,0
1771594134,95.32,139.25,182.26,0
1771594134,95.76,139.49,185.96,0
1771594134,95.5,139.27,183.72,0
1771594134,100.61,154.55,213.63,0
1771594134,92.61,152.55,172.37,0
1771594134,92.15,157.28,173.25,0
1771594134,94.76,139.96,187.06,0
1771594134,94.6,140.01,185.82,0
1771594134,96.74,143.09,186.67,0
1771594134,96.15,150.27,193.32,0
1771594134,95.82,152.69,187.19,0
1771594134,95.82,139.53,172.74,0
1771594134,96.31,146.34,178.27,0
1771594134,98.28,142.46,166.03,0
1771594134,95.59,137.51,172.33,0
1771594135,93.99,143.76,178.78,0
1771594135,93.78,145.02,180.06,0
1771594135,93.04,146.68,183.44,0
1771594135,95.82,139.93,172.11,0
1771594135,93.6,128.3,175.72,0
1771594135,101.74,136.95,194.61,0
1771594135,95.82,143.83,174.52,0
1771594135,95.59,137.92,171.7,0
1771594135,90.59,146.83,210.21,0
1771594135,90.33,144.32,208.75,0
1771594135,97.31,138.1,167.62,0
1771594135,97.01,136.65,166.6,0
1771594135,105.39,138.66,174.77,0
1771594135,90.33,142.88,206.84,0
1771594135,102.96,134.82,179.82,0
1771594135,95.04,133.52,174.42,0
1771594135,91.66,133.65,181.53,0
1771594135,91.2,137.16,185.79,0
1771594135,98.44,150.06,195.53,0
1771594135,90.12,134.58,189.55,0
1771594135,93.62,127.43,175.13,0
1771594135,94.22,129.29,173.46,0
